text,start,end,confidence,line_number,line_position,audible_duration,pregap
little,432.53,432.78999999999996,0.874,132,14,0.26,0.0
jump,432.82,433.24,0.358,132,15,0.42,0.03
I,433.31,433.43,0.948,132,16,0.12,0.07
break,433.43,433.78999999999996,0.469,132,17,0.36,0.0
my,433.78999999999996,433.94,1.0,132,18,0.15,0.0
****,433.94,434.47,0.727,132,19,0.53,0.0
neck,434.47,434.77,0.871,132,20,0.3,0.0
like,434.77,435.0,0.98,132,21,0.23,0.0
that,435.0,435.23,1.0,132,22,0.23,0.0
you,435.48,435.6,1.0,132,23,0.12,0.25
don't,435.6,435.88,0.981,132,24,0.28,0.0
break,435.88,436.19,0.325,132,25,0.31,0.0
nothing,436.19,436.68,0.573,132,26,0.49,0.0
he's,437.32,437.6,0.296,133,0,0.28,437.32
a,437.6,437.65,0.207,133,1,0.05,0.0
little,437.65,437.88,0.881,133,2,0.23,0.0
dance,437.88,438.25,0.641,133,3,0.37,0.0
in,438.25,438.33000000000004,0.528,133,4,0.08,0.0
those,438.33000000000004,438.5,0.855,133,5,0.17,0.0
steps,438.5,439.05,0.803,133,6,0.55,0.0
you're,439.77,439.91999999999996,0.279,134,0,0.15,439.77
up,439.91999999999996,440.03,0.664,134,1,0.11,0.0
to,440.03,440.15,0.968,134,2,0.12,0.0
two,440.15,440.28999999999996,0.998,134,3,0.14,0.0
thirds,440.28999999999996,440.63,0.845,134,4,0.34,0.0
with,440.63,440.8,1.0,134,5,0.17,0.0
me,440.8,441.12,0.89,134,6,0.32,0.0
and,442.02,442.21000000000004,1.0,135,0,0.19,442.02
maybe,442.21000000000004,442.49,0.889,135,1,0.28,0.0
is,442.49,442.65,0.435,135,2,0.16,0.0
through,442.65,442.8,0.781,135,3,0.15,0.0
the,442.8,442.93,0.96,135,4,0.13,0.0
city,442.93,443.28999999999996,0.994,135,5,0.36,0.0
in,443.32,443.47,0.188,135,6,0.15,0.03
little,443.47,443.69,0.729,135,7,0.22,0.0
more,443.69,444.06,0.991,135,8,0.37,0.0
can't,446.96000000000004,447.24,0.595,136,0,0.28,446.96
say,447.24,447.4,0.812,136,1,0.16,0.0
we,447.4,447.56,0.941,136,2,0.16,0.0
don't,447.56,447.74,1.0,136,3,0.18,0.0
deserve,447.74,448.15999999999997,0.986,136,4,0.42,0.0
five,451.27,451.89,0.939,137,0,0.62,451.27
in,451.89,452.22,0.259,137,1,0.33,0.0
for,453.27,453.49,1.0,138,0,0.22,453.27
one,453.49,453.72,0.987,138,1,0.23,0.0
and,453.72,453.83000000000004,0.216,138,2,0.11,0.0
one,453.83000000000004,454.07,0.925,138,3,0.24,0.0
now,455.1,455.22,0.377,139,0,0.12,455.1
why,455.22,455.40999999999997,0.397,139,1,0.19,0.0
bang,455.40999999999997,455.69,0.315,139,2,0.28,0.0
me,455.69,455.81,0.798,139,3,0.12,0.0
like,455.81,456.0,0.993,139,4,0.19,0.0
that,456.0,456.18,0.372,139,5,0.18,0.0
for,456.18,456.39,0.896,139,6,0.21,0.0
one,456.39,456.59000000000003,0.978,139,7,0.2,0.0
on,456.59000000000003,456.66999999999996,0.334,139,8,0.08,0.0
one,456.66999999999996,456.88,0.936,139,9,0.21,0.0
because,457.44,457.63,0.793,139,10,0.19,0.56
it's,457.63,457.76,0.247,139,11,0.13,0.0
your,457.76,457.88,0.527,139,12,0.12,0.0
terms,457.88,458.43,0.717,139,13,0.55,0.0
to,458.43,458.55,0.847,139,14,0.12,0.0
brown,458.55,458.88,0.947,139,15,0.33,0.0
everybody,459.3,459.83000000000004,1.0,139,16,0.53,0.42
out,459.83000000000004,460.01,1.0,139,17,0.18,0.0
there,460.01,460.14,0.95,139,18,0.13,0.0
gets,460.14,460.38,0.972,139,19,0.24,0.0
a,460.38,460.44,0.659,139,20,0.06,0.0
ten,460.44,460.63,0.067,139,21,0.19,0.0
well,461.01,461.16999999999996,0.178,140,0,0.16,461.01
we,461.16999999999996,461.33000000000004,0.957,140,1,0.16,0.0
are,461.33000000000004,461.52,1.0,140,2,0.19,0.0
going,461.52,461.68,1.0,140,3,0.16,0.0
to,461.68,461.74,1.0,140,4,0.06,0.0
wind,461.74,462.11,1.0,140,5,0.37,0.0
up,462.11,462.26,1.0,140,6,0.15,0.0
in,462.26,462.37,1.0,140,7,0.11,0.0
here,462.37,462.58000000000004,0.591,140,8,0.21,0.0
I'm,462.98,463.22,1.0,140,9,0.24,0.4
thing,463.22,463.41999999999996,0.916,140,10,0.2,0.0
and,463.41999999999996,463.53,0.031,140,11,0.11,0.0
does,463.53,463.84000000000003,0.031,140,12,0.31,0.0
not,463.84000000000003,464.01,0.031,140,13,0.17,0.0
want,464.01,464.18,0.327,140,14,0.17,0.0
to,464.18,464.28,0.727,140,15,0.1,0.0
go,464.28,464.40999999999997,0.576,140,16,0.13,0.0
the,464.40999999999997,464.52,0.128,140,17,0.11,0.0
distance,464.52,464.95,0.284,140,18,0.43,0.0
we,464.95,465.24,0.278,140,19,0.29,0.0
are,465.24,465.46000000000004,0.696,140,20,0.22,0.0
down,465.46000000000004,465.77,0.9,140,21,0.31,0.0
to,465.77,465.83000000000004,0.46,140,22,0.06,0.0
my,465.83000000000004,466.12,0.823,140,23,0.29,0.0
water,466.35,466.78,0.279,140,24,0.43,0.23
no,466.78,466.97,0.467,140,25,0.19,0.0
Marvel,466.97,467.35,0.086,140,26,0.38,0.0
I'm,468.32,468.46000000000004,0.537,141,0,0.14,468.32
looking,468.46000000000004,468.72,0.813,141,1,0.26,0.0
at,468.72,468.8,0.355,141,2,0.08,0.0
you,468.8,468.96000000000004,0.327,141,3,0.16,0.0
sheet,468.96000000000004,469.35,0.729,141,4,0.39,0.0
here,469.35,469.85,0.892,141,5,0.5,0.0
well,471.7,471.83000000000004,0.284,142,0,0.13,471.7
for,471.83000000000004,471.95,0.283,142,1,0.12,0.0
one,471.95,472.18,0.977,142,2,0.23,0.0
thing,472.18,472.43,0.605,142,3,0.25,0.0
this,472.43,472.57,0.142,142,4,0.14,0.0
little,472.57,472.78,0.977,142,5,0.21,0.0
wrong,472.78,473.07,0.892,142,6,0.29,0.0
to,473.07,473.16999999999996,0.921,142,7,0.1,0.0
calling,473.16999999999996,473.47,0.771,142,8,0.3,0.0
it,473.47,473.53999999999996,0.368,142,9,0.07,0.0
a,473.53999999999996,473.57,0.568,142,10,0.03,0.0
sheet,473.57,474.01,0.343,142,11,0.44,0.0
more,474.82,475.07,1.0,143,0,0.25,474.82
like,475.07,475.31,0.881,143,1,0.24,0.0
a,475.31,475.36,0.881,143,2,0.05,0.0
book,475.36,475.7,0.562,143,3,0.34,0.0
point,476.13,476.36,1.0,143,4,0.23,0.43
is,476.36,476.53,0.809,143,5,0.17,0.0
we,476.53,476.64,0.78,143,6,0.11,0.0
got,476.64,476.84000000000003,0.952,143,7,0.2,0.0
the,476.84000000000003,476.91999999999996,1.0,143,8,0.08,0.0
room,476.91999999999996,477.18,0.804,143,9,0.26,0.0
to,477.18,477.28,0.804,143,10,0.1,0.0
get,477.28,477.40999999999997,0.946,143,11,0.13,0.0
a,477.40999999999997,477.44,0.983,143,12,0.03,0.0
little,477.44,477.62,1.0,143,13,0.18,0.0
crazy,477.62,478.1,0.848,143,14,0.48,0.0
like,479.05,479.21000000000004,0.906,144,0,0.16,479.05
she,479.21000000000004,479.35,0.972,144,1,0.14,0.0
said,479.35,479.6,0.535,144,2,0.25,0.0
it's,479.6,479.75,0.943,144,3,0.15,0.0
your,479.75,479.9,1.0,144,4,0.15,0.0
turn,479.9,480.28999999999996,0.992,144,5,0.39,0.0
tell,481.2,481.41999999999996,1.0,145,0,0.22,481.2
us,481.41999999999996,481.51,1.0,145,1,0.09,0.0
some,481.51,481.65999999999997,1.0,145,2,0.15,0.0
stories,481.65999999999997,482.40999999999997,0.998,145,3,0.75,0.0
my,482.85,483.0,0.526,146,0,0.15,482.85
can,483.0,483.19,0.284,146,1,0.19,0.0
be,483.19,483.3,0.876,146,2,0.11,0.0
somebody,483.3,483.72,1.0,146,3,0.42,0.0
else's,483.72,484.07,0.836,146,4,0.35,0.0
time,484.07,484.32,0.223,146,5,0.25,0.0
stories,486.76,487.61,0.567,147,0,0.85,486.76
Avon,488.45,488.88,0.793,148,0,0.43,488.45
Barksdale,488.88,489.62,0.957,148,1,0.74,0.0
know,492.31,492.5,1.0,150,0,0.19,492.31
the,492.5,492.61,0.902,150,1,0.11,0.0
name,492.61,492.98,0.769,150,2,0.37,0.0
every,493.34000000000003,493.52,0.325,150,3,0.18,0.36
month,493.52,493.82,0.227,150,4,0.3,0.0
ago,493.82,494.01,0.227,150,5,0.19,0.0
been,494.01,494.15999999999997,0.632,150,6,0.15,0.0
until,494.15999999999997,494.40999999999997,0.294,150,7,0.25,0.0
I,494.40999999999997,494.5,0.488,150,8,0.09,0.0
was,494.5,494.69,0.766,150,9,0.19,0.0
no,494.69,494.84000000000003,0.452,150,10,0.15,0.0
name,494.84000000000003,495.39,0.584,150,11,0.55,0.0
so,496.65999999999997,496.97,0.384,151,0,0.31,496.66
I,497.0,497.11,0.146,151,1,0.11,0.03
never,497.11,497.32,0.155,151,2,0.21,0.0
really,497.32,497.53,1.0,151,3,0.21,0.0
had,497.53,497.7,0.998,151,4,0.17,0.0
where,497.7,497.95,0.446,151,5,0.25,0.0
would,497.95,498.14,0.343,151,6,0.19,0.0
my,498.14,498.39,0.084,151,7,0.25,0.0
string,498.91999999999996,499.22,0.883,152,0,0.3,498.92
a,499.22,499.27,0.518,152,1,0.05,0.0
Belden,499.27,499.91999999999996,0.058,152,2,0.65,0.0
we,501.65,501.86,1.0,153,0,0.21,501.65
base,501.86,502.34000000000003,0.777,153,1,0.48,0.0
of,502.34000000000003,502.5,0.373,153,2,0.16,0.0
Reno,502.5,502.97,0.181,153,3,0.47,0.0
stink,503.24,503.65999999999997,0.856,153,4,0.42,0.27
MC,503.65999999999997,504.0,0.234,153,5,0.34,0.0
CEO,504.0,504.36,0.104,153,6,0.36,0.0
rock,504.36,504.77,0.841,153,7,0.41,0.0
rock,504.77,505.05,0.819,153,8,0.28,0.0
we're,507.28999999999996,507.59000000000003,0.141,154,0,0.3,507.29
going,507.59000000000003,507.71000000000004,0.751,154,1,0.12,0.0
to,507.71000000000004,507.77,0.751,154,2,0.06,0.0
give,507.77,507.95,0.945,154,3,0.18,0.0
us,507.95,508.06,0.715,154,4,0.11,0.0
Marvin,508.06,508.49,0.59,154,5,0.43,0.0
you,509.5,509.59000000000003,0.723,155,0,0.09,509.5
don't,509.59000000000003,509.75,0.35,155,1,0.16,0.0
send,509.75,510.03,0.433,155,2,0.28,0.0
them,510.03,510.25,0.186,155,3,0.22,0.0
soon,510.25,510.76,0.921,155,4,0.51,0.0
you're,511.34000000000003,511.49,0.763,156,0,0.15,511.34
going,511.49,511.62,0.644,156,1,0.13,0.0
to,511.62,511.69,0.621,156,2,0.07,0.0
be,511.69,511.78999999999996,0.965,156,3,0.1,0.0
court,511.78999999999996,512.15,0.306,156,4,0.36,0.0
side,512.15,512.53,0.332,156,5,0.38,0.0
I,513.41,513.79,0.213,157,0,0.38,513.41
I,515.39,515.88,1.0,158,0,0.49,515.39
I,516.04,516.33,0.97,158,1,0.29,0.16
would,516.33,516.7,0.205,158,2,0.37,0.0
alright,517.87,518.24,0.372,159,0,0.37,517.87
I,518.24,518.31,0.694,159,1,0.07,0.0
take,518.31,518.5699999999999,0.952,159,2,0.26,0.0
two,518.5699999999999,518.66,0.248,159,3,0.09,0.0
years,518.66,519.19,0.705,159,4,0.53,0.0
therefore,532.53,533.22,0.022,160,0,0.69,532.53
setakat,537.02,537.6800000000001,0.08,161,0,0.66,537.02
when,538.42,538.56,1.0,162,0,0.14,538.42
you're,538.56,538.67,0.856,162,1,0.11,0.0
ready,538.67,538.92,0.979,162,2,0.25,0.0
to,538.92,539.03,1.0,162,3,0.11,0.0
get,539.03,539.21,0.683,162,4,0.18,0.0
up,539.21,539.42,0.892,162,5,0.21,0.0
but,539.96,540.15,0.505,163,0,0.19,539.96
I,540.15,540.22,0.112,163,1,0.07,0.0
don't,540.22,540.49,0.296,163,2,0.27,0.0
report,541.48,541.8,0.27,164,0,0.32,541.48
to,541.8,541.88,0.199,164,1,0.08,0.0
book,541.88,542.1800000000001,0.527,164,2,0.3,0.0
a,542.21,542.38,0.836,164,3,0.17,0.03
seven,542.38,542.8199999999999,0.319,164,4,0.44,0.0
don't,545.34,545.53,0.363,165,0,0.19,545.34
be,545.53,545.66,0.786,165,1,0.13,0.0
later,545.66,545.9,0.161,165,2,0.24,0.0
than,545.9,546.06,0.161,165,3,0.16,0.0
breakfast,546.06,546.59,0.987,165,4,0.53,0.0
I,548.65,548.74,0.137,166,0,0.09,548.65
think,548.74,548.99,0.119,166,1,0.25,0.0
who,550.89,551.0699999999999,0.916,167,0,0.18,550.89
else,551.0699999999999,551.28,0.745,167,1,0.21,0.0
is,551.28,551.41,0.93,167,2,0.13,0.0
up,551.41,551.54,0.765,167,3,0.13,0.0
here,551.54,551.81,0.7,167,4,0.27,0.0
my,552.6,552.76,0.309,168,0,0.16,552.6
wife,552.76,553.01,0.293,168,1,0.25,0.0
my,553.01,553.19,0.592,168,2,0.18,0.0
son,553.19,553.55,0.224,168,3,0.36,0.0
DC,554.61,555.02,0.34,169,0,0.41,554.61
boys,555.02,555.51,0.674,169,1,0.49,0.0
most,556.11,556.4300000000001,0.528,170,0,0.32,556.11
no,598.01,598.27,0.473,174,0,0.26,598.01
jn,610.44,611.6,0.545,178,0,1.16,610.44
jn,614.24,618.08,0.997,180,0,3.84,614.24
and,631.04,631.13,0.58,188,0,0.09,631.04
nbsp,631.13,632.16,0.602,188,1,1.03,0.0
long,648.21,648.45,0.395,192,0,0.24,648.21
****,648.45,648.84,0.565,192,1,0.39,0.0
drive,648.84,649.35,0.781,192,2,0.51,0.0
you're,649.95,650.28,0.103,193,0,0.33,649.95
drawing,650.28,650.57,0.133,193,1,0.29,0.0
another,650.57,650.85,1.0,193,2,0.28,0.0
should,650.85,651.11,0.808,193,3,0.26,0.0
detail,651.11,651.56,0.404,193,4,0.45,0.0
so,652.52,652.7,0.218,194,0,0.18,652.52
it,652.7,652.83,0.143,194,1,0.13,0.0
should,652.83,653.06,0.791,194,2,0.23,0.0
detail,653.06,653.53,0.643,194,3,0.47,0.0
no,654.33,654.64,0.698,195,0,0.31,654.33
coming,655.24,655.44,0.809,196,0,0.2,655.24
up,655.44,655.59,0.919,196,1,0.15,0.0
a,655.59,655.64,0.4,196,2,0.05,0.0
****,655.64,655.96,0.577,196,3,0.32,0.0
of,655.96,656.05,0.484,196,4,0.09,0.0
Marlboro,656.05,656.56,0.262,196,5,0.51,0.0
Maryland,656.56,657.16,0.724,196,6,0.6,0.0
and,657.36,657.53,0.419,196,7,0.17,0.2
still,657.53,657.85,0.945,196,8,0.32,0.0
going,657.85,658.16,0.988,196,9,0.31,0.0
south,658.16,658.52,0.838,196,10,0.36,0.0
look,660.01,660.37,0.95,197,0,0.36,660.01
for,660.63,660.8,0.71,197,1,0.17,0.26
another,660.8,661.08,0.995,197,2,0.28,0.0
cow,661.08,661.43,0.161,197,3,0.35,0.0
mn,661.67,662.4,0.579,197,4,0.73,0.24
use,665.63,665.8199999999999,1.0,199,0,0.19,665.63
your,665.8199999999999,665.9300000000001,1.0,199,1,0.11,0.0
imagination,665.9300000000001,666.63,1.0,199,2,0.7,0.0
this,666.95,667.14,0.91,199,3,0.19,0.32
little,667.14,667.34,0.671,199,4,0.2,0.0
shit,667.34,667.65,0.733,199,5,0.31,0.0
having,667.99,668.24,0.287,199,6,0.25,0.34
already,668.24,668.61,0.994,199,7,0.37,0.0
been,668.61,668.83,0.99,199,8,0.22,0.0
whipped,668.86,669.13,0.186,199,9,0.27,0.03
good,669.13,669.36,0.862,199,10,0.23,0.0
bios,669.36,669.73,0.293,199,11,0.37,0.0
once,669.73,670.19,0.526,199,12,0.46,0.0
he,670.55,670.67,0.805,200,0,0.12,670.55
sees,670.67,670.94,0.945,200,1,0.27,0.0
us,670.94,671.08,0.206,200,2,0.14,0.0
right,671.08,671.31,0.466,200,3,0.23,0.0
restructure,671.72,672.16,0.494,200,4,0.44,0.41
crying,672.16,672.54,0.223,200,5,0.38,0.0
like,672.54,672.74,0.934,200,6,0.2,0.0
a,672.74,672.78,0.755,200,7,0.04,0.0
little,672.78,673.01,1.0,200,8,0.23,0.0
****,673.11,673.51,0.993,200,9,0.4,0.1
because,673.75,673.9300000000001,0.713,201,0,0.18,673.75
he,673.9300000000001,674.01,0.353,201,1,0.08,0.0
knows,674.01,674.3,0.268,201,2,0.29,0.0
we,674.3,674.48,0.842,201,3,0.18,0.0
drove,674.48,674.77,1.0,201,4,0.29,0.0
all,674.77,674.84,1.0,201,5,0.07,0.0
the,674.84,674.92,1.0,201,6,0.08,0.0
way,674.92,675.03,1.0,201,7,0.11,0.0
down,675.03,675.28,1.0,201,8,0.25,0.0
the,675.28,675.34,0.421,201,9,0.06,0.0
prince,675.34,675.63,1.0,201,10,0.29,0.0
George's,675.63,675.95,0.598,201,11,0.32,0.0
for,675.95,676.08,0.743,201,12,0.13,0.0
more,676.08,676.31,0.775,201,13,0.23,0.0
visit,676.31,676.74,0.302,201,14,0.43,0.0
right,676.77,676.99,0.312,201,15,0.22,0.03
I,677.91,678.01,1.0,202,0,0.1,677.91
imagine,678.01,678.5,0.734,202,1,0.49,0.0
with,679.01,679.22,0.612,202,2,0.21,0.51
Jack,679.22,679.49,0.881,202,3,0.27,0.0
among,679.49,679.72,0.155,202,4,0.23,0.0
toss,680.42,680.7,0.705,203,0,0.28,680.42
them,680.7,680.8,0.334,203,1,0.1,0.0
into,680.8,681.03,1.0,203,2,0.23,0.0
a,681.03,681.09,1.0,203,3,0.06,0.0
small,681.09,681.5,1.0,203,4,0.41,0.0
room,681.5,681.85,0.99,203,5,0.35,0.0
until,682.63,682.9,0.992,204,0,0.27,682.63
now,682.9,683.02,0.36,204,1,0.12,0.0
detective,683.0699999999999,683.5,0.941,204,2,0.43,0.05
my,683.5,683.6,0.569,204,3,0.1,0.0
whole,683.6,683.91,0.569,204,4,0.31,0.0
is,683.91,684.06,0.679,204,5,0.15,0.0
near,684.06,684.24,0.823,204,6,0.18,0.0
death,684.24,684.53,0.334,204,7,0.29,0.0
from,684.53,684.71,0.795,204,8,0.18,0.0
the,684.71,684.77,0.896,204,9,0.06,0.0
circuit,684.77,685.19,0.2,204,10,0.42,0.0
Lucia,686.19,686.64,0.1,205,0,0.45,686.19
talk,687.4,687.72,0.505,206,0,0.32,687.4
old,687.72,687.86,0.223,206,1,0.14,0.0
****,687.86,688.13,0.233,206,2,0.27,0.0
suddenly,688.13,688.45,0.292,206,3,0.32,0.0
slipped,688.45,688.71,0.312,206,4,0.26,0.0
into,688.71,688.94,0.613,206,5,0.23,0.0
a,688.94,689.0,0.638,206,6,0.06,0.0
coma,689.0,689.4,0.303,206,7,0.4,0.0
and,690.12,690.24,0.562,207,0,0.12,690.12
now,690.24,690.35,0.831,207,1,0.11,0.0
the,690.35,690.45,0.831,207,2,0.1,0.0
commissioner,690.45,691.09,0.944,207,3,0.64,0.0
and,691.09,691.27,0.933,207,4,0.18,0.0
Mrs,691.27,691.54,1.0,207,5,0.27,0.0
Mahony,691.54,691.9,1.0,207,6,0.36,0.0
readies,691.9,692.14,0.504,207,7,0.24,0.0
bedside,692.14,692.6,1.0,207,8,0.46,0.0
in,692.6,692.67,1.0,207,9,0.07,0.0
the,692.67,692.77,1.0,207,10,0.1,0.0
ICU,692.77,693.28,0.762,207,11,0.51,0.0
and,693.97,694.11,0.634,208,0,0.14,693.97
we've,694.11,694.27,0.879,208,1,0.16,0.0
been,694.27,694.4,1.0,208,2,0.13,0.0
ordered,694.4,694.61,1.0,208,3,0.21,0.0
to,694.61,694.7,1.0,208,4,0.09,0.0
come,694.7,694.9300000000001,1.0,208,5,0.23,0.0
down,694.9300000000001,695.23,1.0,208,6,0.3,0.0
here,695.23,695.5,1.0,208,7,0.27,0.0
rip,696.01,696.25,0.371,208,8,0.24,0.51
off,696.25,696.4300000000001,0.446,208,9,0.18,0.0
his,696.4300000000001,696.56,0.221,208,10,0.13,0.0
****,696.56,697.08,0.402,208,11,0.52,0.0
put,697.67,697.84,0.985,209,0,0.17,697.67
it,697.84,697.92,0.804,209,1,0.08,0.0
in,697.92,698.0,1.0,209,2,0.08,0.0
a,698.0,698.06,1.0,209,3,0.06,0.0
jar,698.06,698.55,0.994,209,4,0.49,0.0
and,698.58,698.7,0.834,209,5,0.12,0.03
drive,698.7,699.03,0.502,209,6,0.33,0.0
back,699.03,699.22,1.0,209,7,0.19,0.0
to,699.22,699.3199999999999,1.0,209,8,0.1,0.0
Baltimore,699.3199999999999,699.8199999999999,1.0,209,9,0.5,0.0
so,699.8199999999999,699.96,0.492,209,10,0.14,0.0
consider,699.96,700.39,0.138,209,11,0.43,0.0
****,700.63,701.06,0.157,210,0,0.43,700.63
bowling,701.1800000000001,701.6,0.806,210,1,0.42,0.12
trophies,701.6,702.02,0.995,210,2,0.42,0.0
behind,702.02,702.33,1.0,210,3,0.31,0.0
the,702.33,702.4,1.0,210,4,0.07,0.0
bar,702.4,702.66,0.857,210,5,0.26,0.0
at,702.66,702.76,0.857,210,6,0.1,0.0
the,702.76,702.88,1.0,210,7,0.12,0.0
FLP,702.88,703.35,0.712,210,8,0.47,0.0
lunch,703.35,703.85,0.331,210,9,0.5,0.0
after,707.45,707.8,0.422,212,0,0.35,707.45
which,707.8,708.21,0.997,212,1,0.41,0.0
****,708.65,709.12,0.501,213,0,0.47,708.65
nuts,709.22,709.5699999999999,0.153,213,1,0.35,0.1
stops,710.17,710.62,0.278,214,0,0.45,710.17
whimpering,710.62,711.04,0.531,214,1,0.42,0.0
long,711.04,711.28,0.864,214,2,0.24,0.0
enough,711.28,711.51,1.0,214,3,0.23,0.0
to,711.51,711.64,0.704,214,4,0.13,0.0
just,711.64,711.85,0.996,214,5,0.21,0.0
stop,712.23,712.5699999999999,0.251,215,0,0.34,712.23
giving,712.5699999999999,712.83,0.345,215,1,0.26,0.0
people,712.83,713.3,0.853,215,2,0.47,0.0
quest,713.62,714.06,0.362,215,3,0.44,0.32
stringer,714.9,715.24,0.545,216,0,0.34,714.9
bell,715.24,715.8,0.502,216,1,0.56,0.0
Avon,716.52,716.89,1.0,217,0,0.37,716.52
Barksdale,716.89,717.67,0.96,217,1,0.78,0.0
yeah,718.03,718.34,0.473,217,2,0.31,0.36
he,718.64,718.87,0.536,217,3,0.23,0.3
said,718.87,719.22,0.151,217,4,0.35,0.0
well,719.76,719.9,0.314,218,0,0.14,719.76
Pretoria's,719.9,720.53,0.701,218,1,0.63,0.0
on,720.53,720.67,0.868,218,2,0.14,0.0
everybody,720.67,721.36,0.902,218,3,0.69,0.0
and,723.5699999999999,723.74,0.589,219,0,0.17,723.57
we,723.74,723.89,0.868,219,1,0.15,0.0
break,723.89,724.13,0.453,219,2,0.24,0.0
the,724.13,724.21,0.257,219,3,0.08,0.0
case,724.21,724.51,0.133,219,4,0.3,0.0
why,724.51,724.73,0.754,219,5,0.22,0.0
don't,724.73,724.9300000000001,0.571,219,6,0.2,0.0
Cole,726.4,726.8199999999999,0.504,220,0,0.42,726.4
I,728.14,728.53,0.667,221,0,0.39,728.14
five,729.9,730.83,0.163,222,0,0.93,729.9
five,733.91,734.88,0.175,223,0,0.97,733.91
remote,746.39,746.73,0.536,224,0,0.34,746.39
in,746.73,746.84,0.494,224,1,0.11,0.0
hand,746.84,747.15,0.711,224,2,0.31,0.0
hands,747.1800000000001,747.6,0.675,224,3,0.42,0.03
nobody,747.6,747.97,0.957,224,4,0.37,0.0
flipped,747.97,748.28,0.262,224,5,0.31,0.0
you,749.52,749.64,0.276,225,0,0.12,749.52
know,749.64,749.77,0.859,225,1,0.13,0.0
that,749.77,749.96,1.0,225,2,0.19,0.0
part,749.96,750.16,1.0,225,3,0.2,0.0
of,750.16,750.23,0.884,225,4,0.07,0.0
town,750.23,750.5,0.552,225,5,0.27,0.0
Barstow,750.5,751.0,0.554,225,6,0.5,0.0
carries,751.0,751.37,1.0,225,7,0.37,0.0
more,751.37,751.6,1.0,225,8,0.23,0.0
weight,751.6,751.88,1.0,225,9,0.28,0.0
than,751.88,751.98,0.556,225,10,0.1,0.0
we,751.98,752.12,0.932,225,11,0.14,0.0
do,752.12,752.25,0.584,225,12,0.13,0.0
just,752.65,752.85,0.993,225,13,0.2,0.4
like,752.85,753.04,0.922,225,14,0.19,0.0
always,753.04,753.39,0.407,225,15,0.35,0.0
going,753.69,753.88,0.219,225,16,0.19,0.3
on,753.88,754.09,0.774,225,17,0.21,0.0
the,754.09,754.17,0.787,225,18,0.08,0.0
sides,754.17,754.6,0.411,225,19,0.43,0.0
witnesses,755.92,756.35,0.632,226,0,0.43,755.92
lying,756.35,756.8199999999999,0.807,226,1,0.47,0.0
witness,756.8199999999999,757.1,0.397,226,2,0.28,0.0
is,757.1,757.21,0.437,226,3,0.11,0.0
paid,757.21,757.53,0.828,226,4,0.32,0.0
off,757.53,757.78,0.763,226,5,0.25,0.0
witnesses,757.8199999999999,758.15,0.291,226,6,0.33,0.04
backing,758.15,758.54,0.335,226,7,0.39,0.0
up,758.54,758.7,0.99,226,8,0.16,0.0
on,758.7,758.78,0.803,226,9,0.08,0.0
this,758.78,758.9300000000001,0.385,226,10,0.15,0.0
story,758.9300000000001,759.36,1.0,226,11,0.43,0.0
you,759.73,759.92,0.255,226,12,0.19,0.37
blame,759.92,760.29,0.825,226,13,0.37,0.0
not,761.61,761.84,0.951,227,0,0.23,761.61
really,761.84,762.26,0.991,227,1,0.42,0.0
every,763.31,763.54,1.0,228,0,0.23,763.31
now,763.54,763.71,1.0,228,1,0.17,0.0
and,763.71,763.81,1.0,228,2,0.1,0.0
then,763.81,763.95,1.0,228,3,0.14,0.0
we,763.95,764.09,0.862,228,4,0.14,0.0
visited,764.09,764.48,0.489,228,5,0.39,0.0
projects,764.48,764.9300000000001,0.896,228,6,0.45,0.0
they,764.9300000000001,765.04,0.894,228,7,0.11,0.0
live,765.04,765.28,0.631,228,8,0.24,0.0
there,765.28,765.54,0.801,228,9,0.26,0.0
you,767.28,767.4,0.538,229,0,0.12,767.28
men's,767.4,767.66,0.217,229,1,0.26,0.0
day,767.66,767.85,0.118,229,2,0.19,0.0
right,767.85,768.17,0.737,229,3,0.32,0.0
deangelo,768.7,769.26,0.815,229,4,0.56,0.53
yeah,769.26,769.51,0.61,229,5,0.25,0.0
this,769.8,769.96,1.0,229,6,0.16,0.29
one's,769.96,770.11,0.586,229,7,0.15,0.0
going,770.11,770.29,0.256,229,8,0.18,0.0
to,770.29,770.35,0.339,229,9,0.06,0.0
dis,770.35,770.61,0.395,229,10,0.26,0.0
a,770.61,770.66,0.664,229,11,0.05,0.0
possible,770.66,771.09,0.919,229,12,0.43,0.0
future,771.09,771.52,0.436,229,13,0.43,0.0
this,772.54,772.74,1.0,230,0,0.2,772.54
one,772.74,772.97,0.772,230,1,0.23,0.0
connects,773.02,773.58,0.961,230,2,0.56,0.05
the,774.9,775.11,0.244,232,0,0.21,774.9
way,775.14,775.4,0.835,232,1,0.26,0.03
yeah,776.17,776.47,0.37,233,0,0.3,776.17
I'm,777.25,777.44,0.501,234,0,0.19,777.25
CNN,777.44,777.96,0.218,234,1,0.52,0.0
Steve,779.3199999999999,779.65,0.281,235,0,0.33,779.32
you're,779.65,779.76,0.586,235,1,0.11,0.0
crescent,779.76,780.28,0.751,235,2,0.52,0.0
molecules,780.53,781.1,0.113,235,3,0.57,0.25
case,781.1,781.44,0.427,235,4,0.34,0.0
Camanche,781.71,782.26,0.178,235,5,0.55,0.27
